hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,2,2017,February,6,5,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,,0,Transient,35.33,0,0,Check-Out,2017-02-08
Resort Hotel,0,1,2016,April,15,8,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,71,1,0,Check-Out,2016-04-09
Resort Hotel,0,118,2015,December,52,23,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,,0,Contract,25.92,0,2,Check-Out,2015-12-30
Resort Hotel,1,32,2016,November,46,7,1,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,,0,Transient,51.84,0,0,Canceled,2016-10-10
Resort Hotel,0,239,2017,June,25,19,1,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,99,0,1,Check-Out,2017-06-24
Resort Hotel,0,0,2017,February,9,28,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250,,0,Transient,56,0,0,Check-Out,2017-03-02
Resort Hotel,1,95,2017,August,32,10,2,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,222,0,1,Canceled,2017-05-10
Resort Hotel,0,125,2017,August,35,28,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,,0,Transient,204,0,1,Check-Out,2017-08-30
Resort Hotel,0,10,2017,February,9,27,1,2,2,0,0,BB,PRT,Online TA,Direct,1,0,0,D,D,0,No Deposit,240,,0,Transient,52.67,0,2,Check-Out,2017-03-02
Resort Hotel,0,1,2016,August,33,11,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,149,0,0,Check-Out,2016-08-12
Resort Hotel,0,0,2017,January,3,17,0,0,2,0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,240,,0,Transient,0,0,1,Check-Out,2017-01-17
Resort Hotel,0,73,2016,April,18,29,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,,0,Transient,69.3,0,1,Check-Out,2016-05-02
Resort Hotel,1,333,2017,August,31,5,2,3,2,1,0,HB,RUS,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,292,0,1,Canceled,2017-07-23
Resort Hotel,0,37,2016,April,16,13,0,2,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,,0,Transient,41.4,0,0,Check-Out,2016-04-15
Resort Hotel,1,76,2015,July,29,14,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,126,0,2,Canceled,2015-05-27
Resort Hotel,0,0,2017,February,5,3,0,2,2,0,0,BB,PRT,Direct,Direct,1,0,3,A,A,0,No Deposit,94.13830565,,0,Transient,48,0,0,Check-Out,2017-02-05
Resort Hotel,1,132,2015,August,34,17,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,134,0,2,Canceled,2015-05-01
Resort Hotel,0,242,2017,February,7,17,12,30,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,75,,0,Transient,35.7,0,1,Check-Out,2017-03-31
Resort Hotel,0,6,2017,May,20,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,E,0,No Deposit,94.13830565,103,0,Transient,45,0,0,Check-Out,2017-05-17
Resort Hotel,0,0,2016,February,8,15,1,0,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,54,1,0,Check-Out,2016-02-16
Resort Hotel,1,0,2016,February,7,11,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314,,0,Transient,40.32,0,0,Canceled,2016-02-11
Resort Hotel,0,153,2017,August,35,28,2,5,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,94.13830565,,0,Transient,230.43,0,3,Check-Out,2017-09-04
Resort Hotel,0,5,2017,January,4,27,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,48,0,1,Check-Out,2017-01-29
Resort Hotel,0,24,2015,November,45,3,3,10,2,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,326,281,0,Transient,48,0,0,Check-Out,2015-11-16
Resort Hotel,1,349,2017,August,33,19,4,6,2,2,0,BB,GBR,Direct,Direct,0,0,0,H,H,0,No Deposit,250,,0,Transient,227.1,0,0,Canceled,2017-04-28
Resort Hotel,0,8,2016,October,43,21,0,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,250,,0,Transient,129,0,0,Check-Out,2016-10-23
Resort Hotel,0,57,2016,January,5,30,2,2,2,1,0,BB,POL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,63,0,1,Check-Out,2016-02-03
Resort Hotel,0,0,2015,November,48,27,0,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,43,0,0,Check-Out,2015-11-28
Resort Hotel,1,137,2016,July,30,17,2,3,2,0,1,Undefined,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,,0,Transient,250,0,0,Canceled,2016-07-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,,0,Transient-Party,85,0,0,Check-Out,2016-05-02
Resort Hotel,0,173,2017,July,27,5,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,94.13830565,,0,Transient,135.6,0,3,Check-Out,2017-07-11
Resort Hotel,0,0,2016,October,45,30,1,0,2,0,0,BB,PRT,Direct,TA/TO,1,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,70,0,3,Check-Out,2016-10-31
Resort Hotel,0,248,2016,September,39,23,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,80,0,1,Check-Out,2016-09-26
Resort Hotel,0,116,2016,February,6,3,0,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,,0,Transient,56.1,0,1,Check-Out,2016-02-07
Resort Hotel,0,7,2016,January,3,15,0,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,,0,Transient,29,0,1,Check-Out,2016-01-17
Resort Hotel,0,70,2017,February,7,12,2,3,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,65.91,0,1,Check-Out,2017-02-17
Resort Hotel,0,1,2016,March,14,28,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,48,0,1,Check-Out,2016-03-29
Resort Hotel,1,172,2017,January,1,1,2,5,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,42.69,0,0,Canceled,2016-07-13
Resort Hotel,0,38,2016,March,13,25,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,72,0,0,Check-Out,2016-03-27
Resort Hotel,0,61,2015,August,32,8,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,183,0,0,Check-Out,2015-08-09
Resort Hotel,0,160,2016,October,44,26,2,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,46.98,0,1,Check-Out,2016-11-01
Resort Hotel,0,102,2015,July,30,25,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,,0,Transient,110.7,1,0,Check-Out,2015-07-31
Resort Hotel,1,12,2016,June,25,18,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,94.13830565,,0,Transient,128.8,0,0,Canceled,2016-06-15
Resort Hotel,1,134,2016,July,29,12,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,140,0,2,Canceled,2016-03-26
Resort Hotel,0,154,2016,December,52,22,2,5,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,47.8,0,2,Check-Out,2016-12-29
Resort Hotel,1,73,2017,July,29,21,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,237,0,1,No-Show,2017-07-21
Resort Hotel,0,7,2015,December,52,24,0,3,2,0,0,BB,LKA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115,,0,Transient,33.3,0,0,Check-Out,2015-12-27
Resort Hotel,1,172,2016,January,4,17,3,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,29.16,0,1,Canceled,2016-01-17
Resort Hotel,0,0,2016,November,45,5,0,1,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,70,0,0,Check-Out,2016-11-06
Resort Hotel,0,10,2016,June,26,25,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,,0,Transient,201,1,1,Check-Out,2016-06-26
Resort Hotel,0,247,2017,August,33,16,2,6,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,96,,0,Transient,139.28,0,1,Check-Out,2017-08-24
Resort Hotel,0,4,2016,April,18,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,94.13830565,,0,Transient,95,1,1,Check-Out,2016-05-01
Resort Hotel,0,35,2016,October,45,31,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,40.68,0,1,Check-Out,2016-11-05
Resort Hotel,0,24,2016,April,18,29,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250,,0,Transient,125,0,0,Check-Out,2016-04-30
Resort Hotel,0,237,2017,April,15,13,1,3,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,80.85,0,0,Check-Out,2017-04-17
Resort Hotel,0,234,2016,August,32,2,0,5,2,1,1,HB,PRT,Direct,Direct,0,0,0,G,G,3,No Deposit,250,,0,Transient,263,1,2,Check-Out,2016-08-07
Resort Hotel,0,19,2017,June,23,9,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,154,1,1,Check-Out,2017-06-11
Resort Hotel,0,0,2016,February,9,25,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,94.13830565,,0,Transient,65,0,0,Check-Out,2016-02-26
Resort Hotel,1,143,2017,August,34,26,2,1,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240,,0,Transient-Party,295.67,0,1,Canceled,2017-04-09
Resort Hotel,0,12,2015,November,47,16,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,74,1,1,Check-Out,2015-11-18
Resort Hotel,0,43,2016,October,43,19,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,94.13830565,,0,Transient-Party,60,0,0,Check-Out,2016-10-22
Resort Hotel,0,152,2017,April,14,5,0,4,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,94.13830565,223,0,Transient-Party,42,0,0,Check-Out,2017-04-09
Resort Hotel,0,3,2017,May,18,3,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,75,0,1,Check-Out,2017-05-04
Resort Hotel,0,40,2015,August,33,10,1,4,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,202,0,1,Check-Out,2015-08-15
Resort Hotel,1,21,2016,July,30,17,2,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,179,0,0,Canceled,2016-06-28
Resort Hotel,0,97,2016,July,30,21,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,6,No Deposit,240,,0,Transient,230,0,2,Check-Out,2016-07-22
Resort Hotel,0,39,2015,October,40,3,2,2,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,,0,Contract,81.6,0,0,Check-Out,2015-10-07
Resort Hotel,0,46,2016,October,41,2,2,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,,0,Transient,108.99,0,1,Check-Out,2016-10-06
Resort Hotel,1,56,2017,January,1,3,0,4,3,0,0,BB,AUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,62,0,2,Canceled,2016-12-21
Resort Hotel,1,172,2017,June,24,14,2,5,2,0,0,BB,GBR,Direct,TA/TO,0,1,1,E,E,0,No Deposit,94.13830565,,0,Transient,113.4,0,1,Canceled,2017-06-12
Resort Hotel,0,9,2015,September,40,28,1,1,1,0,0,BB,,Corporate,Corporate,0,1,4,A,A,0,No Deposit,94.13830565,86,0,Transient,75,0,0,Check-Out,2015-09-30
Resort Hotel,0,81,2017,February,5,2,0,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,,0,Transient-Party,37,0,1,Check-Out,2017-02-05
Resort Hotel,0,5,2016,October,43,18,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,94.13830565,154,0,Transient,39,0,0,Check-Out,2016-10-19
Resort Hotel,1,244,2016,September,39,18,2,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient,140,0,1,Canceled,2016-01-19
Resort Hotel,0,2,2015,November,45,7,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330,,0,Transient,27,0,0,Check-Out,2015-11-08
Resort Hotel,0,112,2017,March,11,15,0,3,1,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.13830565,477,0,Transient-Party,40,0,0,Check-Out,2017-03-18
Resort Hotel,0,14,2017,April,16,19,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,104,,0,Transient,65,0,0,Check-Out,2017-04-21
Resort Hotel,1,51,2017,April,15,11,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,90,0,2,Canceled,2017-03-05
Resort Hotel,0,19,2015,October,40,3,2,5,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,74.14,0,1,Check-Out,2015-10-10
Resort Hotel,1,7,2016,June,23,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94.13830565,83,0,Transient,57,0,0,Canceled,2016-05-31
Resort Hotel,0,1,2016,February,8,18,4,10,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,26.1,0,0,Check-Out,2016-03-03
Resort Hotel,0,1,2016,January,3,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,E,G,0,No Deposit,94.13830565,144,0,Transient,0,1,0,Check-Out,2016-01-15
Resort Hotel,0,96,2017,August,32,12,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,,0,Transient-Party,217.1,0,0,Check-Out,2017-08-19
Resort Hotel,0,10,2017,February,8,20,1,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,146,,0,Transient,32,0,0,Check-Out,2017-02-24
Resort Hotel,1,201,2016,November,45,5,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,,0,Transient,30,0,0,Canceled,2016-07-18
Resort Hotel,0,12,2016,July,28,7,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,,0,Transient,209.57,0,1,Check-Out,2016-07-14
Resort Hotel,0,289,2017,May,19,11,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,40,,0,Contract,72.95,0,0,Check-Out,2017-05-21
Resort Hotel,0,175,2016,July,28,9,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,143,,0,Transient,112.2,0,1,Check-Out,2016-07-23
Resort Hotel,1,48,2016,October,41,8,2,1,2,0,0,HB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,139,0,2,Canceled,2016-08-23
Resort Hotel,1,146,2017,July,27,2,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,,0,Transient,78,0,0,Canceled,2017-02-06
Resort Hotel,0,0,2016,March,10,2,0,1,1,0,0,BB,,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,240,,0,Transient,43,0,1,Check-Out,2016-03-03
Resort Hotel,0,270,2016,March,12,13,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,32.4,0,0,Check-Out,2016-03-20
Resort Hotel,0,6,2017,January,2,10,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,181,,0,Transient-Party,34,0,1,Check-Out,2017-01-13
Resort Hotel,0,6,2016,May,20,8,2,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,336,,0,Transient,58,0,0,Check-Out,2016-05-12
Resort Hotel,0,34,2015,August,33,9,2,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient,253,1,2,Check-Out,2015-08-15
Resort Hotel,0,0,2016,April,17,18,1,0,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,94.13830565,,0,Transient,58.5,0,0,Check-Out,2016-04-19
Resort Hotel,0,16,2016,April,18,29,2,5,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,71,,0,Transient-Party,65.1,0,0,Check-Out,2016-05-06
Resort Hotel,0,8,2016,July,31,28,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,216,1,0,Check-Out,2016-07-31
Resort Hotel,0,15,2017,January,1,2,1,0,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,44,0,0,Check-Out,2017-01-03
Resort Hotel,0,25,2015,August,35,28,2,2,2,0,0,FB,FRA,Direct,Direct,0,0,0,F,F,1,No Deposit,250,,0,Transient,208,0,2,Check-Out,2015-09-01
Resort Hotel,0,100,2016,February,8,20,2,1,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,38.32,0,1,Check-Out,2016-02-23
Resort Hotel,0,8,2015,July,31,31,2,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,181.5,0,2,Check-Out,2015-08-04
Resort Hotel,0,90,2016,June,24,9,2,8,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Contract,88.9,0,1,Check-Out,2016-06-19
Resort Hotel,1,39,2017,April,15,10,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,117,0,0,Canceled,2017-03-28
Resort Hotel,0,7,2016,March,10,2,2,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143,,0,Contract,39.6,0,0,Check-Out,2016-03-09
Resort Hotel,0,8,2016,March,10,1,0,4,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,48,0,0,Check-Out,2016-03-05
Resort Hotel,0,211,2015,August,31,1,4,6,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115,,0,Contract,160.98,0,1,Check-Out,2015-08-11
Resort Hotel,0,31,2016,April,17,18,1,1,1,0,0,BB,DEU,Groups,Corporate,0,0,0,D,D,1,No Deposit,94.13830565,,0,Transient,75,0,0,Check-Out,2016-04-20
Resort Hotel,1,234,2017,July,28,11,2,6,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,218,0,2,Canceled,2017-01-11
Resort Hotel,0,0,2015,September,37,9,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,94.13830565,,0,Transient,146,1,0,Check-Out,2015-09-10
Resort Hotel,0,11,2017,May,18,5,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,90,0,2,Check-Out,2017-05-07
Resort Hotel,1,130,2017,July,26,1,2,1,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,181,,0,Transient-Party,138.4,0,1,Canceled,2017-03-10
Resort Hotel,0,108,2017,April,15,10,1,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,70.4,0,0,Check-Out,2017-04-15
Resort Hotel,1,32,2016,August,35,27,2,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,209,0,1,Canceled,2016-08-18
Resort Hotel,1,18,2016,May,22,27,0,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,145,0,1,Canceled,2016-05-14
Resort Hotel,0,187,2016,July,28,9,2,5,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,83,0,2,Check-Out,2016-07-16
Resort Hotel,0,41,2017,April,15,13,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,89.4,0,1,Check-Out,2017-04-17
Resort Hotel,0,171,2016,July,30,18,2,5,2,0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,126.8,0,0,Check-Out,2016-07-25
Resort Hotel,0,0,2016,December,51,14,0,0,1,0,0,BB,,Corporate,Corporate,1,0,0,A,A,0,No Deposit,94.13830565,178,0,Transient,0,0,0,Check-Out,2016-12-14
Resort Hotel,1,23,2015,September,36,4,1,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,155,0,0,Canceled,2015-08-14
Resort Hotel,1,144,2017,July,27,3,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,,0,Transient,78,0,0,Canceled,2017-02-09
Resort Hotel,0,293,2015,September,37,7,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,48.88,0,0,Check-Out,2015-09-21
Resort Hotel,0,36,2016,October,43,20,1,3,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,3,No Deposit,94.13830565,,0,Transient-Party,49,0,0,Check-Out,2016-10-24
Resort Hotel,0,3,2017,May,21,22,1,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,94.13830565,269,0,Transient,52,1,0,Check-Out,2017-05-25
Resort Hotel,1,24,2017,August,35,31,0,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient-Party,202,0,4,No-Show,2017-08-31
Resort Hotel,0,70,2017,February,8,22,0,4,2,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,C,2,No Deposit,94.13830565,405,0,Transient-Party,42,0,0,Check-Out,2017-02-26
Resort Hotel,1,248,2017,June,26,30,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,94.13830565,,0,Transient-Party,101.25,0,1,Canceled,2017-06-29
Resort Hotel,1,65,2015,September,38,16,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,81.5,0,1,Canceled,2015-07-20
Resort Hotel,0,0,2016,February,9,25,0,0,2,0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,94.13830565,,0,Transient,0,0,0,Check-Out,2016-02-25
Resort Hotel,0,6,2016,April,17,20,0,2,1,0,0,BB,PRT,Corporate,TA/TO,1,0,1,A,D,0,No Deposit,94.13830565,86,0,Transient,59,0,0,Check-Out,2016-04-22
Resort Hotel,0,31,2016,April,15,7,0,3,1,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,67,,0,Transient-Party,0,0,0,Check-Out,2016-04-10
Resort Hotel,0,15,2016,October,43,19,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,94.13830565,,0,Transient,75,0,0,Check-Out,2016-10-22
Resort Hotel,0,11,2015,November,48,27,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,43.2,0,1,Check-Out,2015-11-29
Resort Hotel,0,4,2016,May,19,7,2,5,2,0,0,SC,AUT,Groups,TA/TO,0,0,0,A,I,0,No Deposit,15,,0,Transient-Party,0,0,0,Check-Out,2016-05-14
Resort Hotel,0,251,2016,August,33,9,2,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,40,,0,Contract,141.05,0,0,Check-Out,2016-08-19
Resort Hotel,0,92,2016,October,44,23,2,0,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,1,No Deposit,250,,0,Transient,71.2,0,2,Check-Out,2016-10-25
Resort Hotel,1,126,2017,July,28,15,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,192,0,1,Canceled,2017-03-12
Resort Hotel,0,336,2016,September,38,15,0,3,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,E,1,No Deposit,94.13830565,223,0,Transient-Party,60,0,0,Check-Out,2016-09-18
Resort Hotel,0,10,2016,December,52,24,2,3,1,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,60,0,1,Check-Out,2016-12-29
Resort Hotel,1,228,2016,August,35,26,2,2,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,240,0,0,Canceled,2016-04-18
Resort Hotel,0,35,2016,October,45,31,2,5,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,,0,Transient,52.4,0,1,Check-Out,2016-11-07
Resort Hotel,1,294,2016,July,29,11,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,139.5,0,1,Canceled,2016-06-01
